,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,UBW,UBL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
102,5,Sydney,Medibank International,2008-01-10,International,Outdoor,Hard,Quarterfinals,3,Stepanek R.,Calleri A.,32.0,40.0,930.0,735.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.66,2.1,1.55,2.35,1.571,2.25,1.735,2.26,1.65,2.18,2008-338,Sydney,Hard,32,A,2008-01-10,28,103285,,,Stepanek R.,R,185.0,CZE,29.1115674196,32.0,930.0,102860,,,Calleri A.,R,183.0,ARG,31.3127994524,40.0,735.0,6-2 6-4,3,QF,68.0,5.0,1.0,47.0,35.0,28.0,6.0,9.0,2.0,3.0,1.0,3.0,55.0,31.0,20.0,11.0,9.0,6.0,10.0
103,5,Sydney,Medibank International,2008-01-10,International,Outdoor,Hard,Quarterfinals,3,Guccione C.,Berdych T.,125.0,14.0,357.0,1685.0,4.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,3.25,1.33,2.92,1.37,3.25,1.333,3.41,1.383,3.05,1.36,2008-338,Sydney,Hard,32,A,2008-01-10,27,104589,,WC,Guccione C.,L,201.0,AUS,22.4394250513,125.0,357.0,104607,4.0,,Berdych T.,R,196.0,CZE,22.3052703628,14.0,1685.0,4-6 7-6(6) 6-4,3,QF,125.0,19.0,5.0,111.0,69.0,53.0,24.0,16.0,6.0,7.0,7.0,4.0,97.0,54.0,43.0,26.0,16.0,2.0,3.0
104,5,Sydney,Medibank International,2008-01-10,International,Outdoor,Hard,Quarterfinals,3,Tursunov D.,Grosjean S.,35.0,51.0,853.0,621.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.55,2.35,1.571,2.25,1.625,2.5,1.58,2.3,2008-338,Sydney,Hard,32,A,2008-01-10,25,104098,,,Tursunov D.,R,185.0,RUS,25.0704996578,35.0,853.0,103206,,,Grosjean S.,R,175.0,FRA,29.6098562628,51.0,621.0,6-4 6-2,3,QF,74.0,8.0,1.0,58.0,38.0,29.0,10.0,9.0,7.0,8.0,4.0,1.0,62.0,35.0,22.0,13.0,9.0,3.0,7.0
105,5,Sydney,Medibank International,2008-01-10,International,Outdoor,Hard,Quarterfinals,3,Santoro F.,Korolev E.,37.0,82.0,792.0,492.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.45,2.6,1.444,2.625,1.478,2.89,1.44,2.7,2008-338,Sydney,Hard,32,A,2008-01-10,26,102148,,,Santoro F.,R,178.0,FRA,35.0773442847,37.0,792.0,105095,,LL,Korolev E.,R,185.0,KAZ,19.8959616701,82.0,492.0,6-3 6-3,3,QF,78.0,7.0,1.0,56.0,38.0,31.0,10.0,9.0,3.0,3.0,1.0,1.0,59.0,34.0,21.0,12.0,9.0,5.0,8.0
106,6,Melbourne,Australian Open,2008-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Karlovic I.,Baker J.,24.0,217.0,1360.0,192.0,6.0,4.0,6.0,4.0,6.0,7.0,6.0,4.0,,,3.0,1.0,Completed,1.11,6.0,1.13,5.5,1.125,5.5,1.183,5.95,1.13,5.6,2008-580,Australian Open,Hard,128,G,2008-01-14,44,103333,20.0,,Karlovic I.,R,208.0,CRO,28.8761122519,24.0,1360.0,104779,,Q,Baker J.,R,,GBR,21.4428473648,217.0,192.0,6-4 6-4 6-7(1) 6-4,5,R128,209.0,19.0,4.0,126.0,76.0,57.0,29.0,21.0,4.0,6.0,6.0,2.0,136.0,94.0,57.0,27.0,21.0,9.0,14.0
107,6,Melbourne,Australian Open,2008-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Capdeville P.,Klein B.,100.0,618.0,428.0,32.0,6.0,4.0,7.0,5.0,6.0,4.0,,,,,3.0,0.0,Completed,1.33,3.25,1.25,3.15,1.364,3.0,1.366,3.53,1.35,3.1,2008-580,Australian Open,Hard,128,G,2008-01-14,59,104154,,,Capdeville P.,R,190.0,CHI,24.7857631759,100.0,428.0,105454,,WC,Klein B.,R,183.0,AUS,18.0369609856,618.0,32.0,6-4 7-5 6-4,5,R128,154.0,3.0,1.0,97.0,72.0,52.0,13.0,16.0,2.0,4.0,4.0,7.0,113.0,63.0,40.0,26.0,16.0,6.0,11.0
108,6,Melbourne,Australian Open,2008-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Schuettler R.,Clement A.,92.0,59.0,453.0,610.0,6.0,4.0,6.0,2.0,6.0,7.0,6.0,4.0,,,3.0,1.0,Completed,2.0,1.72,1.9,1.85,2.0,1.727,1.98,1.926,2.0,1.78,2008-580,Australian Open,Hard,128,G,2008-01-14,62,102783,,,Schuettler R.,R,180.0,GER,31.7207392197,92.0,453.0,103096,,,Clement A.,R,173.0,FRA,30.0752908966,59.0,610.0,6-4 6-2 6-7(3) 6-4,5,R128,192.0,4.0,5.0,124.0,83.0,51.0,28.0,20.0,8.0,11.0,3.0,4.0,142.0,89.0,56.0,25.0,20.0,8.0,15.0
109,6,Melbourne,Australian Open,2008-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Fish M.,Pashanski B.,43.0,95.0,685.0,441.0,6.0,2.0,6.0,3.0,3.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.1,6.5,1.1,6.25,1.167,4.5,1.163,6.55,1.12,5.85,2008-580,Australian Open,Hard,128,G,2008-01-14,55,103888,,,Fish M.,R,188.0,USA,26.0971937029,43.0,685.0,104081,,,Pashanski B.,R,180.0,SRB,25.196440794,95.0,441.0,6-2 6-3 3-6 6-3,5,R128,140.0,12.0,2.0,107.0,64.0,49.0,22.0,18.0,2.0,5.0,1.0,5.0,121.0,83.0,52.0,15.0,17.0,10.0,16.0
110,6,Melbourne,Australian Open,2008-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Nieminen J.,Dancevic F.,26.0,74.0,1075.0,531.0,6.0,3.0,6.0,1.0,5.0,7.0,2.0,6.0,6.0,1.0,3.0,2.0,Completed,1.2,4.33,1.17,4.67,1.222,4.0,1.217,5.21,1.22,4.1,2008-580,Australian Open,Hard,128,G,2008-01-14,53,103813,24.0,,Nieminen J.,L,185.0,FIN,26.4777549624,26.0,1075.0,104433,,,Dancevic F.,R,185.0,CAN,23.2991101985,74.0,531.0,6-3 6-1 5-7 2-6 6-1,5,R128,131.0,1.0,2.0,113.0,76.0,58.0,19.0,21.0,0.0,3.0,13.0,1.0,127.0,79.0,54.0,25.0,22.0,7.0,14.0
111,6,Melbourne,Australian Open,2008-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Simon G.,Reynolds B.,33.0,113.0,955.0,392.0,4.0,6.0,6.0,4.0,6.0,2.0,6.0,7.0,6.0,4.0,3.0,2.0,Completed,1.16,4.5,1.18,4.45,1.222,4.0,1.212,5.31,1.18,4.6,2008-580,Australian Open,Hard,128,G,2008-01-14,61,104468,28.0,,Simon G.,R,183.0,FRA,23.0472279261,33.0,955.0,104035,,,Reynolds B.,R,183.0,USA,25.4948665298,113.0,392.0,4-6 6-4 6-2 6-7(3) 6-4,5,R128,222.0,10.0,6.0,176.0,121.0,90.0,24.0,25.0,17.0,20.0,11.0,2.0,171.0,93.0,63.0,43.0,25.0,12.0,18.0
112,6,Melbourne,Australian Open,2008-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Robredo T.,Zverev M.,12.0,85.0,1705.0,478.0,4.0,6.0,2.0,6.0,7.0,6.0,6.0,4.0,7.0,5.0,3.0,2.0,Completed,1.16,4.5,1.17,4.67,1.222,4.0,1.227,5.0,1.14,5.35,2008-580,Australian Open,Hard,128,G,2008-01-14,56,103990,11.0,,Robredo T.,R,180.0,ESP,25.7056810404,12.0,1705.0,104999,,,Zverev M.,L,190.0,GER,20.3969883641,85.0,478.0,4-6 2-6 7-6(2) 6-4 7-5,5,R128,238.0,4.0,7.0,188.0,123.0,85.0,27.0,26.0,11.0,19.0,2.0,1.0,188.0,142.0,91.0,16.0,26.0,10.0,17.0
113,6,Melbourne,Australian Open,2008-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Sela D.,Slanar M.,66.0,277.0,573.0,138.0,6.0,2.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.25,3.75,1.25,3.75,1.25,3.75,1.25,4.6,1.23,4.0,2008-580,Australian Open,Hard,128,G,2008-01-14,43,104534,,,Sela D.,R,175.0,ISR,22.7789185489,66.0,573.0,103763,,Q,Slanar M.,R,,AUT,26.7049965777,277.0,138.0,6-2 6-4 6-2,5,R128,117.0,1.0,3.0,103.0,72.0,52.0,18.0,13.0,5.0,5.0,3.0,4.0,87.0,52.0,33.0,13.0,13.0,6.0,11.0
114,6,Melbourne,Australian Open,2008-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Andreev I.,Pavel A.,35.0,78.0,890.0,518.0,5.0,7.0,6.0,2.0,7.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.33,3.25,1.38,2.88,1.364,3.0,1.379,3.44,1.35,3.1,2008-580,Australian Open,Hard,128,G,2008-01-14,36,104214,31.0,,Andreev I.,R,185.0,RUS,24.5037645448,35.0,890.0,102318,,,Pavel A.,R,183.0,ROU,33.9630390144,78.0,518.0,5-7 6-2 7-6(4) 6-3,5,R128,182.0,7.0,2.0,126.0,92.0,69.0,22.0,21.0,3.0,4.0,3.0,1.0,141.0,105.0,65.0,24.0,20.0,3.0,6.0
115,6,Melbourne,Australian Open,2008-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Roddick A.,Dlouhy L.,6.0,154.0,2530.0,275.0,6.0,3.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,Completed,1.01,13.0,1.02,11.5,1.04,9.0,1.018,36.0,1.01,25.0,2008-580,Australian Open,Hard,128,G,2008-01-14,49,104053,6.0,,Roddick A.,R,188.0,USA,25.3744010951,6.0,2530.0,104160,,Q,Dlouhy L.,R,185.0,CZE,24.7665982204,154.0,275.0,6-3 6-4 7-5,5,R128,98.0,13.0,2.0,89.0,58.0,44.0,18.0,16.0,5.0,7.0,7.0,12.0,88.0,49.0,33.0,16.0,0.0,6.0,11.0
116,6,Melbourne,Australian Open,2008-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Vliegen K.,Patience O.,105.0,110.0,412.0,405.0,6.0,0.0,6.0,1.0,7.0,6.0,,,,,3.0,0.0,Completed,1.22,4.0,1.25,3.75,1.25,3.75,1.27,4.4,1.26,3.7,2008-580,Australian Open,Hard,128,G,2008-01-14,35,104019,,,Vliegen K.,R,193.0,BEL,25.5633127995,105.0,412.0,103535,,,Patience O.,R,180.0,FRA,27.8056125941,110.0,405.0,6-0 6-1 7-6(3),5,R128,98.0,9.0,1.0,75.0,46.0,36.0,20.0,13.0,3.0,4.0,4.0,2.0,93.0,69.0,36.0,10.0,12.0,6.0,12.0
117,6,Melbourne,Australian Open,2008-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Berrer M.,Young D.,54.0,98.0,621.0,432.0,6.0,7.0,7.0,6.0,6.0,3.0,7.0,6.0,,,3.0,1.0,Completed,1.61,2.2,1.64,2.17,1.727,2.0,1.667,2.4,1.7,2.1,2008-580,Australian Open,Hard,128,G,2008-01-14,50,103582,,,Berrer M.,L,193.0,GER,27.537303217,54.0,621.0,105385,,,Young D.,L,183.0,USA,18.4777549624,98.0,432.0,6-7(5) 7-6(4) 6-3 7-6(5),5,R128,199.0,7.0,10.0,146.0,99.0,77.0,22.0,22.0,3.0,6.0,5.0,8.0,178.0,109.0,70.0,35.0,23.0,10.0,15.0
118,6,Melbourne,Australian Open,2008-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Falla A.,Anderson K.,84.0,208.0,481.0,201.0,5.0,7.0,7.0,5.0,6.0,7.0,6.0,2.0,7.0,5.0,3.0,2.0,Completed,1.36,3.0,1.37,2.92,1.4,2.75,1.429,3.13,1.4,2.85,2008-580,Australian Open,Hard,128,G,2008-01-14,38,104268,,,Falla A.,L,185.0,COL,24.167008898,84.0,481.0,104731,,Q,Anderson K.,R,203.0,RSA,21.659137577,208.0,201.0,5-7 7-5 6-7(8) 6-2 7-5,5,R128,246.0,4.0,4.0,175.0,106.0,71.0,40.0,28.0,12.0,17.0,13.0,8.0,200.0,138.0,85.0,32.0,28.0,10.0,18.0
119,6,Melbourne,Australian Open,2008-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Seppi A.,Levy H.,48.0,160.0,659.0,262.0,6.0,4.0,6.0,2.0,6.0,1.0,,,,,3.0,0.0,Completed,1.25,3.75,1.26,3.59,1.286,3.5,1.302,4.01,1.24,3.9,2008-580,Australian Open,Hard,128,G,2008-01-14,42,104312,,,Seppi A.,R,190.0,ITA,23.8959616701,48.0,659.0,103248,,Q,Levy H.,R,185.0,ISR,29.4428473648,160.0,262.0,6-4 6-2 6-1,5,R128,87.0,6.0,1.0,76.0,42.0,33.0,19.0,13.0,0.0,2.0,0.0,3.0,75.0,43.0,20.0,16.0,12.0,7.0,14.0
120,6,Melbourne,Australian Open,2008-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Davydenko N.,Llodra M.,4.0,50.0,2825.0,654.0,7.0,5.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,Completed,1.14,5.0,1.17,4.67,1.167,4.5,1.208,5.4,1.2,4.4,2008-580,Australian Open,Hard,128,G,2008-01-14,48,103786,4.0,,Davydenko N.,R,178.0,RUS,26.6173853525,4.0,2825.0,103566,,,Llodra M.,L,190.0,FRA,27.6577686516,50.0,654.0,7-5 7-5 6-3,5,R128,128.0,1.0,3.0,92.0,72.0,55.0,8.0,16.0,3.0,5.0,4.0,4.0,103.0,60.0,41.0,17.0,17.0,4.0,10.0
121,6,Melbourne,Australian Open,2008-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Mahut N.,Acasuso J.,44.0,63.0,683.0,581.0,7.0,6.0,5.0,7.0,6.0,2.0,3.0,6.0,7.0,5.0,3.0,2.0,Completed,1.8,1.9,1.75,2.05,1.667,2.1,1.855,2.07,1.73,2.06,2008-580,Australian Open,Hard,128,G,2008-01-14,47,103917,,,Mahut N.,R,190.0,FRA,25.9794661191,44.0,683.0,104076,,,Acasuso J.,R,190.0,ARG,25.234770705,63.0,581.0,7-6(2) 5-7 6-2 3-6 7-5,5,R128,228.0,13.0,9.0,167.0,97.0,69.0,42.0,26.0,8.0,12.0,14.0,7.0,178.0,98.0,71.0,41.0,27.0,9.0,14.0
122,6,Melbourne,Australian Open,2008-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Youzhny M.,Montcourt M.,14.0,122.0,1670.0,361.0,6.0,0.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,Completed,1.01,13.0,1.04,9.25,1.05,8.5,1.038,21.0,1.03,12.0,2008-580,Australian Open,Hard,128,G,2008-01-14,41,104022,14.0,,Youzhny M.,R,183.0,RUS,25.5550992471,14.0,1670.0,104515,,WC,Montcourt M.,R,183.0,FRA,22.8637919233,122.0,361.0,6-0 6-2 7-6(3),5,R128,111.0,4.0,2.0,97.0,59.0,45.0,18.0,13.0,11.0,12.0,1.0,4.0,75.0,48.0,28.0,10.0,13.0,0.0,6.0
123,6,Melbourne,Australian Open,2008-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Gasquet R.,Lindahl N.,8.0,254.0,1895.0,161.0,6.0,0.0,6.0,1.0,3.0,6.0,6.0,2.0,,,3.0,1.0,Completed,1.01,13.0,1.04,9.25,1.04,9.0,1.025,28.5,1.03,12.0,2008-580,Australian Open,Hard,128,G,2008-01-14,33,104755,8.0,,Gasquet R.,R,185.0,FRA,21.5742642026,8.0,1895.0,105194,,WC,Lindahl N.,R,183.0,AUS,19.4551676934,254.0,161.0,6-0 6-1 3-6 6-2,5,R128,104.0,10.0,3.0,77.0,52.0,39.0,20.0,15.0,1.0,2.0,7.0,3.0,114.0,77.0,48.0,13.0,15.0,11.0,18.0
124,6,Melbourne,Australian Open,2008-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Calleri A.,Horna L.,41.0,76.0,700.0,520.0,6.0,4.0,6.0,7.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,1.22,4.0,1.26,3.59,1.286,3.5,1.278,4.3,1.25,3.8,2008-580,Australian Open,Hard,128,G,2008-01-14,58,102860,,,Calleri A.,R,183.0,ARG,31.3319644079,41.0,700.0,103632,,,Horna L.,R,180.0,PER,27.3319644079,76.0,520.0,6-4 6-7(6) 6-3 6-4,5,R128,165.0,16.0,4.0,130.0,65.0,50.0,44.0,21.0,7.0,7.0,14.0,3.0,118.0,71.0,57.0,22.0,20.0,5.0,8.0
125,6,Melbourne,Australian Open,2008-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Kohlschreiber P.,Karanusic R.,27.0,133.0,1075.0,323.0,6.0,4.0,7.0,6.0,6.0,1.0,,,,,3.0,0.0,Completed,1.14,5.0,1.15,5.2,1.125,5.5,1.189,5.8,1.15,5.15,2008-580,Australian Open,Hard,128,G,2008-01-14,52,104259,29.0,,Kohlschreiber P.,R,178.0,GER,24.2464065708,27.0,1075.0,104056,,Q,Karanusic R.,R,183.0,CRO,25.3579739904,133.0,323.0,6-4 7-6(5) 6-1,5,R128,132.0,4.0,2.0,115.0,88.0,59.0,16.0,15.0,10.0,11.0,6.0,1.0,91.0,59.0,41.0,13.0,14.0,5.0,9.0
126,6,Melbourne,Australian Open,2008-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Lopez F.,Odesnik W.,37.0,124.0,840.0,359.0,7.0,6.0,6.0,1.0,6.0,4.0,,,,,3.0,0.0,Completed,1.4,2.75,1.35,3.1,1.33,3.25,1.439,3.08,1.4,2.85,2008-580,Australian Open,Hard,128,G,2008-01-14,34,103852,,,Lopez F.,L,188.0,ESP,26.3162217659,37.0,840.0,104639,,Q,Odesnik W.,L,180.0,USA,22.1464750171,124.0,359.0,7-6(6) 6-1 6-4,5,R128,100.0,28.0,6.0,95.0,55.0,46.0,25.0,15.0,2.0,2.0,6.0,3.0,78.0,41.0,29.0,25.0,14.0,1.0,4.0
127,6,Melbourne,Australian Open,2008-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Serra F.,Mayer F.,88.0,52.0,466.0,626.0,6.0,3.0,7.0,6.0,7.0,6.0,,,,,3.0,0.0,Completed,2.0,1.72,2.1,1.7,2.0,1.727,2.1,1.833,2.08,1.72,2008-580,Australian Open,Hard,128,G,2008-01-14,63,103722,,,Serra F.,R,180.0,FRA,26.8747433265,88.0,466.0,104252,,,Mayer F.,R,190.0,GER,24.2765229295,52.0,626.0,6-3 7-6(2) 7-6(5),5,R128,124.0,2.0,3.0,101.0,56.0,41.0,28.0,16.0,6.0,10.0,8.0,3.0,133.0,87.0,55.0,21.0,17.0,8.0,14.0
128,6,Melbourne,Australian Open,2008-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Wawrinka S.,Benneteau J.,29.0,65.0,995.0,575.0,6.0,3.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,1.28,3.5,1.27,3.53,1.364,3.0,1.323,3.8,1.33,3.2,2008-580,Australian Open,Hard,128,G,2008-01-14,45,104527,26.0,,Wawrinka S.,R,183.0,SUI,22.7980835044,29.0,995.0,103898,,,Benneteau J.,R,185.0,FRA,26.0670773443,65.0,575.0,6-3 6-3 6-3,5,R128,108.0,14.0,3.0,78.0,45.0,38.0,17.0,14.0,1.0,3.0,2.0,6.0,88.0,45.0,27.0,18.0,13.0,7.0,13.0
129,6,Melbourne,Australian Open,2008-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Korolev E.,Granollers M.,82.0,131.0,492.0,334.0,7.0,5.0,6.0,2.0,6.0,0.0,,,,,3.0,0.0,Completed,1.33,3.25,1.32,3.22,1.33,3.25,1.373,3.48,1.3,3.4,2008-580,Australian Open,Hard,128,G,2008-01-14,51,105095,,,Korolev E.,R,185.0,KAZ,19.9151266256,82.0,492.0,104719,,Q,Granollers M.,R,190.0,ESP,21.7577002053,131.0,334.0,7-5 6-2 6-0,5,R128,89.0,3.0,1.0,78.0,47.0,37.0,18.0,13.0,8.0,9.0,1.0,7.0,73.0,42.0,19.0,17.0,13.0,2.0,9.0
130,6,Melbourne,Australian Open,2008-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Koubek S.,Moya C.,68.0,18.0,556.0,1505.0,7.0,6.0,6.0,7.0,7.0,5.0,6.0,4.0,,,3.0,1.0,Completed,3.0,1.36,2.92,1.37,2.75,1.4,3.15,1.426,3.0,1.37,2008-580,Australian Open,Hard,128,G,2008-01-14,57,102905,,,Koubek S.,L,175.0,AUT,31.0308008214,68.0,556.0,102845,16.0,,Moya C.,R,190.0,ESP,31.3812457221,18.0,1505.0,7-6(5) 6-7(2) 7-5 6-4,5,R128,214.0,5.0,11.0,158.0,88.0,61.0,38.0,23.0,6.0,9.0,7.0,4.0,161.0,105.0,67.0,31.0,23.0,5.0,10.0
131,6,Melbourne,Australian Open,2008-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,Troicki V.,2.0,126.0,5780.0,357.0,7.0,6.0,7.0,5.0,6.0,1.0,,,,,3.0,0.0,Completed,1.01,15.0,1.02,11.5,1.04,9.0,1.018,36.0,1.02,15.0,2008-580,Australian Open,Hard,128,G,2008-01-14,64,104745,2.0,,Nadal R.,L,185.0,ESP,21.6153319644,2.0,5780.0,104678,,Q,Troicki V.,R,193.0,SRB,21.9247091034,126.0,357.0,7-6(3) 7-5 6-1,5,R128,154.0,4.0,4.0,95.0,58.0,39.0,28.0,16.0,3.0,5.0,14.0,2.0,97.0,66.0,47.0,10.0,15.0,7.0,12.0
132,6,Melbourne,Australian Open,2008-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Verdasco F.,Ascione T.,28.0,96.0,1050.0,438.0,6.0,4.0,6.0,0.0,6.0,3.0,,,,,3.0,0.0,Completed,1.11,6.0,1.15,5.2,1.167,4.5,1.141,7.4,1.15,5.15,2008-580,Australian Open,Hard,128,G,2008-01-15,4,104269,25.0,,Verdasco F.,L,188.0,ESP,24.1642710472,28.0,1050.0,103693,,,Ascione T.,R,188.0,FRA,26.9897330595,96.0,438.0,6-4 6-0 6-3,5,R128,97.0,4.0,2.0,72.0,56.0,37.0,9.0,12.0,6.0,9.0,2.0,5.0,88.0,57.0,28.0,11.0,13.0,6.0,15.0
133,6,Melbourne,Australian Open,2008-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Becker B.,3.0,81.0,4315.0,496.0,6.0,0.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,Completed,1.03,11.0,1.06,7.79,1.04,9.0,1.056,15.0,1.06,8.5,2008-580,Australian Open,Hard,128,G,2008-01-15,17,104925,3.0,,Djokovic N.,R,188.0,SRB,20.6488706366,3.0,4315.0,103794,,,Becker B.,R,178.0,GER,26.5790554415,81.0,496.0,6-0 6-2 7-6(5),5,R128,120.0,6.0,4.0,79.0,50.0,42.0,13.0,13.0,1.0,2.0,7.0,2.0,82.0,38.0,22.0,19.0,13.0,1.0,7.0
134,6,Melbourne,Australian Open,2008-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Haase R.,Ljubicic I.,103.0,19.0,424.0,1440.0,6.0,7.0,6.0,3.0,6.0,0.0,7.0,6.0,,,3.0,1.0,Completed,3.75,1.25,3.46,1.28,3.5,1.286,3.63,1.353,3.55,1.28,2008-580,Australian Open,Hard,128,G,2008-01-15,12,104898,,Q,Haase R.,R,190.0,NED,20.7748117728,103.0,424.0,103344,17.0,,Ljubicic I.,R,193.0,CRO,28.8240930869,19.0,1440.0,6-7(2) 6-3 6-0 7-6(1),5,R128,177.0,16.0,9.0,134.0,76.0,61.0,29.0,20.0,7.0,9.0,16.0,4.0,140.0,79.0,54.0,26.0,19.0,8.0,14.0
135,6,Melbourne,Australian Open,2008-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Jones A.,Montanes A.,137.0,45.0,313.0,681.0,6.0,4.0,6.0,3.0,3.0,6.0,6.0,2.0,,,3.0,1.0,Completed,1.5,2.5,1.6,2.3,1.5,2.5,1.571,2.65,1.5,2.5,2008-580,Australian Open,Hard,128,G,2008-01-15,27,103553,,WC,Jones A.,R,180.0,AUS,27.7180013689,137.0,313.0,103656,,,Montanes A.,R,175.0,ESP,27.1321013005,45.0,681.0,6-4 6-3 3-6 6-2,5,R128,166.0,5.0,2.0,129.0,90.0,58.0,16.0,18.0,12.0,17.0,5.0,9.0,119.0,69.0,44.0,20.0,18.0,6.0,14.0
136,6,Melbourne,Australian Open,2008-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Delic A.,Kendrick R.,136.0,108.0,314.0,408.0,6.0,4.0,7.0,5.0,6.0,2.0,,,,,3.0,0.0,Completed,1.53,2.37,1.67,2.12,1.615,2.2,1.606,2.55,1.6,2.28,2008-580,Australian Open,Hard,128,G,2008-01-15,6,104025,,Q,Delic A.,R,196.0,BIH,25.5414099932,136.0,314.0,103470,,,Kendrick R.,R,190.0,USA,28.1642710472,108.0,408.0,6-4 7-5 6-2,5,R128,103.0,8.0,4.0,93.0,62.0,46.0,18.0,15.0,4.0,5.0,6.0,2.0,82.0,46.0,35.0,13.0,15.0,1.0,6.0
137,6,Melbourne,Australian Open,2008-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Monaco J.,Berlocq C.,23.0,75.0,1380.0,525.0,7.0,6.0,7.0,5.0,6.0,1.0,,,,,3.0,0.0,Completed,1.11,6.0,1.15,5.2,1.125,5.5,1.131,7.95,1.12,6.0,2008-580,Australian Open,Hard,128,G,2008-01-15,5,104338,21.0,,Monaco J.,R,185.0,ARG,23.794661191,23.0,1380.0,104122,,,Berlocq C.,R,183.0,ARG,24.9445585216,75.0,525.0,7-6(5) 7-5 6-1,5,R128,139.0,6.0,2.0,94.0,62.0,44.0,14.0,16.0,2.0,6.0,8.0,7.0,102.0,46.0,30.0,22.0,15.0,3.0,10.0
138,6,Melbourne,Australian Open,2008-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Tipsarevic J.,Sirianni J.,49.0,146.0,657.0,293.0,7.0,5.0,6.0,2.0,6.0,7.0,0.0,6.0,6.0,0.0,3.0,2.0,Completed,1.4,2.75,1.4,2.85,1.444,2.625,1.493,2.83,1.47,2.6,2008-580,Australian Open,Hard,128,G,2008-01-15,3,104386,,,Tipsarevic J.,R,180.0,SRB,23.5619438741,49.0,657.0,102512,,WC,Sirianni J.,R,175.0,AUS,32.9911019849,146.0,293.0,7-5 6-2 6-7(6) 0-6 6-0,5,R128,220.0,25.0,5.0,156.0,86.0,65.0,36.0,22.0,6.0,9.0,11.0,5.0,157.0,81.0,55.0,41.0,22.0,9.0,15.0
