,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,UBW,UBL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
39,3,Doha,Qatar Exxon Mobil Open,2007-12-31,International,Outdoor,Hard,1st Round,3,Santoro F.,Seppi A.,37.0,50.0,807.0,659.0,6.0,4.0,1.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.72,2.0,1.78,1.97,1.727,2.0,1.735,2.26,1.76,2.02,2008-451,Doha,Hard,32,A,2007-12-31,2,102148,,,Santoro F.,R,178.0,FRA,35.0581793292,37.0,807.0,104312,,,Seppi A.,R,190.0,ITA,23.8576317591,50.0,659.0,6-4 1-6 6-2,3,R32,118.0,1.0,1.0,86.0,47.0,32.0,19.0,12.0,8.0,11.0,2.0,6.0,79.0,46.0,35.0,11.0,13.0,4.0,8.0
40,3,Doha,Qatar Exxon Mobil Open,2007-12-31,International,Outdoor,Hard,1st Round,3,Ljubicic I.,Koubek S.,18.0,47.0,1580.0,661.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.58,2.28,1.5,2.5,1.599,2.57,1.6,2.25,2008-451,Doha,Hard,32,A,2007-12-31,12,103344,4.0,,Ljubicic I.,R,193.0,CRO,28.7857631759,18.0,1580.0,102905,,,Koubek S.,L,175.0,AUT,30.9924709103,47.0,661.0,6-4 6-4,3,R32,73.0,10.0,0.0,56.0,44.0,33.0,7.0,10.0,0.0,1.0,2.0,3.0,61.0,36.0,25.0,9.0,10.0,2.0,5.0
41,3,Doha,Qatar Exxon Mobil Open,2008-01-01,International,Outdoor,Hard,1st Round,3,Murray A.,Rochus O.,11.0,48.0,1755.0,661.0,6.0,0.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.16,4.5,1.18,4.45,1.2,4.333,1.212,5.31,1.22,4.1,2008-451,Doha,Hard,32,A,2008-01-01,5,104918,3.0,,Murray A.,R,190.0,GBR,20.629705681,11.0,1755.0,103694,,,Rochus O.,R,168.0,BEL,26.9486652977,48.0,661.0,6-0 6-2,3,R32,79.0,5.0,1.0,38.0,21.0,16.0,11.0,7.0,0.0,1.0,1.0,5.0,73.0,38.0,24.0,6.0,7.0,11.0,17.0
42,3,Doha,Qatar Exxon Mobil Open,2008-01-01,International,Outdoor,Hard,1st Round,3,Schuettler R.,Pavel A.,99.0,75.0,433.0,518.0,1.0,6.0,6.0,2.0,6.0,0.0,,,,,2.0,1.0,Completed,2.1,1.66,2.05,1.75,1.909,1.8,2.14,1.806,2.0,1.77,2008-451,Doha,Hard,32,A,2008-01-01,6,102783,,WC,Schuettler R.,R,180.0,GER,31.6824093087,99.0,433.0,102318,,,Pavel A.,R,183.0,ROU,33.9247091034,75.0,518.0,1-6 6-2 6-0,3,R32,100.0,3.0,2.0,74.0,41.0,31.0,15.0,11.0,5.0,8.0,5.0,2.0,64.0,39.0,23.0,12.0,10.0,5.0,10.0
43,3,Doha,Qatar Exxon Mobil Open,2008-01-01,International,Outdoor,Hard,1st Round,3,Tipsarevic J.,Ventura S.,52.0,87.0,632.0,473.0,3.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.16,4.5,1.2,4.25,1.2,4.333,1.227,5.0,1.16,4.95,2008-451,Doha,Hard,32,A,2008-01-01,11,104386,,,Tipsarevic J.,R,180.0,SRB,23.523613963,52.0,632.0,103490,,,Ventura S.,R,183.0,ESP,27.9863107461,87.0,473.0,3-6 6-3 6-4,3,R32,140.0,2.0,3.0,81.0,43.0,33.0,20.0,14.0,7.0,10.0,9.0,3.0,105.0,53.0,38.0,22.0,14.0,8.0,12.0
44,3,Doha,Qatar Exxon Mobil Open,2008-01-01,International,Outdoor,Hard,1st Round,3,Calleri A.,Robredo T.,42.0,10.0,715.0,1765.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.62,1.44,2.45,1.5,2.75,1.4,2.81,1.51,2.7,1.44,2008-451,Doha,Hard,32,A,2008-01-01,16,102860,,,Calleri A.,R,183.0,ARG,31.2936344969,42.0,715.0,103990,2.0,,Robredo T.,R,180.0,ESP,25.6673511294,10.0,1765.0,6-4 6-4,3,R32,104.0,4.0,3.0,64.0,33.0,26.0,16.0,10.0,3.0,4.0,1.0,1.0,57.0,40.0,27.0,8.0,10.0,3.0,6.0
45,3,Doha,Qatar Exxon Mobil Open,2008-01-01,International,Outdoor,Hard,1st Round,3,Wawrinka S.,Martin A.,36.0,143.0,820.0,308.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.22,4.0,1.25,3.75,1.2,4.333,1.226,5.03,1.23,4.0,2008-451,Doha,Hard,32,A,2008-01-01,14,104527,,,Wawrinka S.,R,183.0,SUI,22.7597535934,36.0,820.0,103252,,Q,Martin A.,R,175.0,ESP,29.363449692,143.0,308.0,6-2 6-2,3,R32,73.0,5.0,0.0,46.0,23.0,19.0,12.0,8.0,0.0,1.0,1.0,2.0,65.0,35.0,18.0,12.0,8.0,9.0,14.0
46,3,Doha,Qatar Exxon Mobil Open,2008-01-01,International,Outdoor,Hard,1st Round,3,Davydenko N.,Dorsch B.,4.0,215.0,2825.0,191.0,6.0,3.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.08,7.0,1.1,6.25,1.1,6.5,1.111,8.75,1.1,6.75,2008-451,Doha,Hard,32,A,2008-01-01,1,103786,1.0,,Davydenko N.,R,178.0,RUS,26.5790554415,4.0,2825.0,103684,,Q,Dorsch B.,R,178.0,GER,26.970568104,215.0,191.0,6-3 6-0,3,R32,76.0,1.0,3.0,45.0,41.0,29.0,0.0,7.0,2.0,3.0,2.0,2.0,59.0,43.0,18.0,8.0,8.0,7.0,13.0
47,3,Doha,Qatar Exxon Mobil Open,2008-01-01,International,Outdoor,Hard,1st Round,3,Rochus C.,Karlovic I.,194.0,22.0,218.0,1360.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,5.0,1.14,5.2,1.15,4.5,1.167,5.9,1.185,5.15,1.15,2008-451,Doha,Hard,32,A,2008-01-01,13,103294,,Q,Rochus C.,R,170.0,BEL,29.0431211499,194.0,218.0,103333,5.0,,Karlovic I.,R,208.0,CRO,28.8377823409,22.0,1360.0,7-6(2) 6-2,3,R32,84.0,3.0,2.0,71.0,49.0,38.0,11.0,10.0,4.0,4.0,16.0,1.0,64.0,45.0,34.0,7.0,10.0,1.0,3.0
48,3,Doha,Qatar Exxon Mobil Open,2008-01-01,International,Outdoor,Hard,1st Round,3,Tursunov D.,Montanes A.,34.0,46.0,853.0,681.0,6.0,2.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.12,5.5,1.13,5.5,1.167,4.5,1.185,5.92,1.11,6.4,2008-451,Doha,Hard,32,A,2008-01-01,4,104098,8.0,,Tursunov D.,R,185.0,RUS,25.0513347023,34.0,853.0,103656,,,Montanes A.,R,175.0,ESP,27.0937713895,46.0,681.0,6-2 7-5,3,R32,81.0,9.0,1.0,67.0,44.0,34.0,10.0,10.0,3.0,4.0,5.0,2.0,65.0,40.0,29.0,8.0,10.0,2.0,6.0
49,3,Doha,Qatar Exxon Mobil Open,2008-01-02,International,Outdoor,Hard,2nd Round,3,Johansson T.,Berrer M.,62.0,57.0,583.0,608.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.42,2.75,1.5,2.5,1.45,3.02,1.36,3.05,2008-451,Doha,Hard,32,A,2008-01-02,20,102563,,,Johansson T.,R,180.0,SWE,32.772073922,62.0,583.0,103582,,,Berrer M.,L,193.0,GER,27.498973306,57.0,608.0,6-3 7-5,3,R16,92.0,3.0,0.0,79.0,56.0,43.0,11.0,11.0,6.0,6.0,6.0,5.0,65.0,39.0,28.0,14.0,10.0,4.0,6.0
50,3,Doha,Qatar Exxon Mobil Open,2008-01-02,International,Outdoor,Hard,2nd Round,3,Kohlschreiber P.,Volandri F.,32.0,40.0,905.0,731.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.19,4.33,1.2,4.25,1.286,3.5,1.25,4.6,1.22,4.1,2008-451,Doha,Hard,32,A,2008-01-02,21,104259,6.0,,Kohlschreiber P.,R,178.0,GER,24.2080766598,32.0,905.0,103835,,,Volandri F.,R,183.0,ITA,26.3189596167,40.0,731.0,6-4 6-1,3,R16,65.0,1.0,1.0,47.0,29.0,22.0,10.0,8.0,0.0,1.0,1.0,1.0,50.0,28.0,17.0,8.0,9.0,2.0,7.0
51,3,Doha,Qatar Exxon Mobil Open,2008-01-02,International,Outdoor,Hard,2nd Round,3,Ljubicic I.,Tipsarevic J.,18.0,52.0,1580.0,632.0,,,,,,,,,,,,,Walkover,1.3,3.4,1.3,3.35,1.3,3.4,1.323,3.8,1.27,3.62,2008-451,Doha,Hard,32,A,2008-01-02,22,103344,4.0,,Ljubicic I.,R,193.0,CRO,28.7857631759,18.0,1580.0,104386,,,Tipsarevic J.,R,180.0,SRB,23.523613963,52.0,632.0,W/O,3,R16,,,,,,,,,,,,,,,,,,,
52,3,Doha,Qatar Exxon Mobil Open,2008-01-02,International,Outdoor,Hard,2nd Round,3,Tursunov D.,Kiefer N.,34.0,49.0,853.0,660.0,,,,,,,,,,,,,Walkover,2.0,1.72,2.1,1.65,2.0,1.727,2.45,1.645,2.07,1.72,2008-451,Doha,Hard,32,A,2008-01-02,18,104098,8.0,,Tursunov D.,R,185.0,RUS,25.0513347023,34.0,853.0,103017,,,Kiefer N.,R,183.0,GER,30.4887063655,49.0,660.0,W/O,3,R16,,,,,,,,,,,,,,,,,,,
53,3,Doha,Qatar Exxon Mobil Open,2008-01-02,International,Outdoor,Hard,2nd Round,3,Wawrinka S.,Rochus C.,36.0,194.0,820.0,218.0,6.0,2.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.16,4.5,1.17,4.67,1.25,3.75,1.249,4.62,1.23,4.0,2008-451,Doha,Hard,32,A,2008-01-02,23,104527,,,Wawrinka S.,R,183.0,SUI,22.7597535934,36.0,820.0,103294,,Q,Rochus C.,R,170.0,BEL,29.0431211499,194.0,218.0,6-2 7-5,3,R16,98.0,10.0,1.0,68.0,38.0,29.0,15.0,10.0,3.0,4.0,1.0,1.0,72.0,46.0,29.0,9.0,10.0,7.0,11.0
54,3,Doha,Qatar Exxon Mobil Open,2008-01-02,International,Outdoor,Hard,2nd Round,3,Murray A.,Schuettler R.,11.0,99.0,1755.0,433.0,1.0,6.0,6.0,0.0,6.0,1.0,,,,,2.0,1.0,Completed,1.07,7.5,1.1,6.75,1.1,6.5,1.082,11.25,1.1,6.75,2008-451,Doha,Hard,32,A,2008-01-02,19,104918,3.0,,Murray A.,R,190.0,GBR,20.629705681,11.0,1755.0,102783,,WC,Schuettler R.,R,180.0,GER,31.6824093087,99.0,433.0,1-6 6-0 6-1,3,R16,94.0,5.0,2.0,73.0,44.0,32.0,12.0,10.0,4.0,6.0,0.0,1.0,50.0,28.0,15.0,12.0,10.0,3.0,8.0
55,3,Doha,Qatar Exxon Mobil Open,2008-01-02,International,Outdoor,Hard,2nd Round,3,Davydenko N.,Santoro F.,4.0,37.0,2825.0,807.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.14,5.0,1.15,5.2,1.2,4.333,1.167,6.4,1.14,5.4,2008-451,Doha,Hard,32,A,2008-01-02,17,103786,1.0,,Davydenko N.,R,178.0,RUS,26.5790554415,4.0,2825.0,102148,,,Santoro F.,R,178.0,FRA,35.0581793292,37.0,807.0,6-3 6-3,3,R16,73.0,1.0,2.0,57.0,36.0,27.0,13.0,9.0,2.0,2.0,0.0,2.0,47.0,25.0,15.0,13.0,9.0,3.0,6.0
56,3,Doha,Qatar Exxon Mobil Open,2008-01-03,International,Outdoor,Hard,Quarterfinals,3,Ljubicic I.,Kohlschreiber P.,18.0,32.0,1580.0,905.0,6.0,3.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.5,2.5,1.55,2.35,1.5,2.5,1.488,2.85,1.55,2.38,2008-451,Doha,Hard,32,A,2008-01-03,27,103344,4.0,,Ljubicic I.,R,193.0,CRO,28.7857631759,18.0,1580.0,104259,6.0,,Kohlschreiber P.,R,178.0,GER,24.2080766598,32.0,905.0,6-3 6-7(4) 6-3,3,QF,136.0,14.0,2.0,99.0,67.0,54.0,15.0,16.0,5.0,6.0,5.0,2.0,85.0,52.0,42.0,13.0,14.0,3.0,6.0
57,3,Doha,Qatar Exxon Mobil Open,2008-01-03,International,Outdoor,Hard,Quarterfinals,3,Murray A.,Johansson T.,11.0,62.0,1755.0,583.0,7.0,6.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.16,4.5,1.25,3.75,1.25,3.75,1.239,4.79,1.24,3.9,2008-451,Doha,Hard,32,A,2008-01-03,26,104918,3.0,,Murray A.,R,190.0,GBR,20.629705681,11.0,1755.0,102563,,,Johansson T.,R,180.0,SWE,32.772073922,62.0,583.0,7-6(4) 6-0,3,QF,88.0,11.0,2.0,55.0,35.0,28.0,15.0,9.0,0.0,0.0,2.0,2.0,61.0,44.0,24.0,9.0,9.0,2.0,5.0
58,3,Doha,Qatar Exxon Mobil Open,2008-01-03,International,Outdoor,Hard,Quarterfinals,3,Wawrinka S.,Calleri A.,36.0,42.0,820.0,715.0,6.0,3.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.61,2.2,1.67,2.12,1.667,2.1,1.649,2.44,1.68,2.14,2008-451,Doha,Hard,32,A,2008-01-03,28,104527,,,Wawrinka S.,R,183.0,SUI,22.7597535934,36.0,820.0,102860,,,Calleri A.,R,183.0,ARG,31.2936344969,42.0,715.0,6-3 6-0,3,QF,65.0,4.0,0.0,39.0,23.0,20.0,12.0,8.0,0.0,0.0,2.0,3.0,59.0,28.0,19.0,9.0,7.0,5.0,9.0
59,3,Doha,Qatar Exxon Mobil Open,2008-01-03,International,Outdoor,Hard,Quarterfinals,3,Davydenko N.,Tursunov D.,4.0,34.0,2825.0,853.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.19,4.33,1.3,3.35,1.3,3.4,1.235,4.85,1.27,3.62,2008-451,Doha,Hard,32,A,2008-01-03,25,103786,1.0,,Davydenko N.,R,178.0,RUS,26.5790554415,4.0,2825.0,104098,8.0,,Tursunov D.,R,185.0,RUS,25.0513347023,34.0,853.0,7-5 6-3,3,QF,106.0,5.0,4.0,64.0,46.0,30.0,9.0,10.0,6.0,9.0,3.0,3.0,81.0,44.0,25.0,14.0,11.0,4.0,10.0
60,4,Auckland,Heineken Open,2008-01-07,International,Outdoor,Hard,1st Round,3,Melzer J.,Eschauer W.,62.0,65.0,590.0,580.0,6.0,4.0,1.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.3,3.39,1.3,3.35,,,1.357,3.6,1.33,3.2,2008-301,Auckland,Hard,32,A,2008-01-07,6,103781,,,Melzer J.,L,183.0,AUT,26.6283367556,62.0,590.0,102381,,,Eschauer W.,R,188.0,AUT,33.7002053388,65.0,580.0,6-4 1-6 6-3,3,R32,112.0,7.0,4.0,86.0,55.0,36.0,14.0,13.0,4.0,8.0,3.0,6.0,86.0,45.0,31.0,18.0,13.0,2.0,6.0
61,4,Auckland,Heineken Open,2008-01-07,International,Outdoor,Hard,1st Round,3,Almagro N.,Acasuso J.,29.0,64.0,965.0,581.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.58,2.28,,,1.649,2.44,1.6,2.28,2008-301,Auckland,Hard,32,A,2008-01-07,4,104597,6.0,,Almagro N.,R,183.0,ESP,22.379192334,29.0,965.0,104076,,,Acasuso J.,R,190.0,ARG,25.2156057495,64.0,581.0,6-3 6-4,3,R32,67.0,9.0,3.0,64.0,39.0,29.0,13.0,10.0,4.0,5.0,4.0,2.0,58.0,38.0,25.0,8.0,9.0,6.0,9.0
62,4,Auckland,Heineken Open,2008-01-07,International,Outdoor,Hard,1st Round,3,Benneteau J.,Sela D.,74.0,66.0,521.0,573.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.61,2.25,1.6,2.25,1.571,2.25,1.758,2.22,1.6,2.28,2008-301,Auckland,Hard,32,A,2008-01-07,3,103898,,,Benneteau J.,R,185.0,FRA,26.0479123888,74.0,521.0,104534,,,Sela D.,R,175.0,ISR,22.7597535934,66.0,573.0,6-4 7-6(3),3,R32,100.0,3.0,1.0,85.0,58.0,37.0,15.0,11.0,12.0,14.0,2.0,4.0,70.0,39.0,25.0,15.0,11.0,3.0,6.0
63,4,Auckland,Heineken Open,2008-01-07,International,Outdoor,Hard,1st Round,3,Mayer F.,Querrey S.,56.0,63.0,611.0,588.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.62,1.44,2.53,1.48,2.5,1.5,2.51,1.621,2.6,1.47,2008-301,Auckland,Hard,32,A,2008-01-07,15,104252,,,Mayer F.,R,190.0,GER,24.257357974,56.0,611.0,105023,,,Querrey S.,R,198.0,USA,20.2518822724,63.0,588.0,7-5 6-3,3,R32,73.0,3.0,1.0,59.0,35.0,26.0,17.0,10.0,2.0,2.0,7.0,7.0,68.0,36.0,28.0,14.0,11.0,6.0,9.0
64,4,Auckland,Heineken Open,2008-01-07,International,Outdoor,Hard,1st Round,3,Rochus O.,Berrer M.,55.0,52.0,616.0,621.0,6.0,7.0,6.0,2.0,6.0,4.0,,,,,2.0,1.0,Completed,1.61,2.2,1.65,2.15,1.667,2.1,1.725,2.28,1.67,2.15,2008-301,Auckland,Hard,32,A,2008-01-07,11,103694,,,Rochus O.,R,168.0,BEL,26.9678302533,55.0,616.0,103582,,,Berrer M.,L,193.0,GER,27.5181382615,52.0,621.0,6-7(8) 6-2 6-4,3,R32,140.0,1.0,2.0,100.0,72.0,56.0,13.0,15.0,6.0,7.0,12.0,8.0,101.0,60.0,41.0,19.0,15.0,7.0,11.0
65,4,Auckland,Heineken Open,2008-01-07,International,Outdoor,Hard,1st Round,3,Kohlschreiber P.,Russell M.,31.0,101.0,940.0,426.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.35,3.1,1.333,3.25,1.368,3.52,1.33,3.2,2008-301,Auckland,Hard,32,A,2008-01-07,13,104259,7.0,,Kohlschreiber P.,R,178.0,GER,24.2272416153,31.0,940.0,103188,,,Russell M.,R,173.0,USA,29.6865160849,101.0,426.0,7-5 6-2,3,R32,93.0,7.0,5.0,70.0,37.0,28.0,13.0,10.0,5.0,7.0,5.0,3.0,56.0,29.0,15.0,13.0,10.0,0.0,5.0
66,4,Auckland,Heineken Open,2008-01-07,International,Outdoor,Hard,1st Round,3,Roitman S.,Rosol L.,70.0,271.0,537.0,141.0,6.0,2.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.8,1.95,,,1.901,2.01,1.73,2.05,2008-301,Auckland,Hard,32,A,2008-01-07,2,103373,,,Roitman S.,R,185.0,ARG,28.6461327858,70.0,537.0,104586,,Q,Rosol L.,R,196.0,CZE,22.4558521561,271.0,141.0,6-2 7-5,3,R32,69.0,4.0,0.0,53.0,32.0,26.0,12.0,10.0,0.0,1.0,2.0,2.0,56.0,27.0,18.0,11.0,10.0,3.0,7.0
67,4,Auckland,Heineken Open,2008-01-08,International,Outdoor,Hard,1st Round,3,Cilic M.,Cakl T.,59.0,283.0,605.0,135.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.22,4.0,1.28,3.46,1.22,3.75,1.278,4.3,1.21,4.2,2008-301,Auckland,Hard,32,A,2008-01-08,14,105227,,,Cilic M.,R,198.0,CRO,19.2744695414,59.0,605.0,103761,,Q,Cakl T.,R,178.0,CZE,26.7022587269,283.0,135.0,6-4 6-3,3,R32,76.0,6.0,1.0,67.0,36.0,29.0,15.0,9.0,5.0,5.0,4.0,4.0,64.0,33.0,24.0,12.0,10.0,6.0,9.0
68,4,Auckland,Heineken Open,2008-01-08,International,Outdoor,Hard,1st Round,3,Ferrer D.,Hernandez O.,5.0,60.0,2750.0,602.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.02,12.0,1.04,9.25,1.063,8.0,1.056,15.0,1.02,15.0,2008-301,Auckland,Hard,32,A,2008-01-08,1,103970,1.0,,Ferrer D.,R,175.0,ESP,25.7659137577,5.0,2750.0,103169,,,Hernandez O.,R,180.0,ESP,29.7440109514,60.0,602.0,6-1 6-2,3,R32,57.0,2.0,1.0,37.0,25.0,23.0,9.0,8.0,0.0,0.0,0.0,3.0,44.0,29.0,13.0,6.0,7.0,4.0,8.0
69,4,Auckland,Heineken Open,2008-01-08,International,Outdoor,Hard,1st Round,3,Malisse X.,Nieminen J.,165.0,26.0,255.0,1075.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.72,2.0,1.87,1.87,1.727,2.0,1.833,2.1,1.8,1.96,2008-301,Auckland,Hard,32,A,2008-01-08,8,103598,,,Malisse X.,R,185.0,BEL,27.4688569473,165.0,255.0,103813,5.0,,Nieminen J.,L,185.0,FIN,26.4585900068,26.0,1075.0,7-6(3) 6-3,3,R32,82.0,7.0,2.0,63.0,35.0,29.0,16.0,11.0,0.0,1.0,0.0,1.0,70.0,42.0,25.0,17.0,10.0,0.0,2.0
70,4,Auckland,Heineken Open,2008-01-09,International,Outdoor,Hard,1st Round,3,Monaco J.,Johansson T.,23.0,49.0,1350.0,635.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.9,1.8,2.05,1.75,2.0,1.727,1.99,1.917,2.04,1.75,2008-301,Auckland,Hard,32,A,2008-01-09,12,104338,3.0,,Monaco J.,R,185.0,ARG,23.7754962355,23.0,1350.0,102563,,,Johansson T.,R,180.0,SWE,32.7912388775,49.0,635.0,6-3 6-4,3,R32,61.0,3.0,2.0,58.0,48.0,37.0,5.0,10.0,1.0,2.0,7.0,2.0,47.0,31.0,23.0,6.0,9.0,1.0,4.0
71,4,Auckland,Heineken Open,2008-01-09,International,Outdoor,Hard,2nd Round,3,Benneteau J.,Almagro N.,74.0,29.0,521.0,965.0,6.0,4.0,2.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,2.37,1.53,2.45,1.5,2.375,1.533,2.65,1.571,2.28,1.6,2008-301,Auckland,Hard,32,A,2008-01-09,18,103898,,,Benneteau J.,R,185.0,FRA,26.0479123888,74.0,521.0,104597,6.0,,Almagro N.,R,183.0,ESP,22.379192334,29.0,965.0,6-4 2-6 6-2,3,R16,110.0,0.0,3.0,95.0,71.0,48.0,11.0,13.0,10.0,12.0,10.0,0.0,72.0,44.0,30.0,18.0,13.0,5.0,8.0
72,4,Auckland,Heineken Open,2008-01-09,International,Outdoor,Hard,2nd Round,3,Kohlschreiber P.,Cilic M.,31.0,59.0,940.0,605.0,6.0,3.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,,,,,,,1.41,3.24,,,2008-301,Auckland,Hard,32,A,2008-01-09,23,104259,7.0,,Kohlschreiber P.,R,178.0,GER,24.2272416153,31.0,940.0,105227,,,Cilic M.,R,198.0,CRO,19.2744695414,59.0,605.0,6-3 6-7(5) 6-4,3,R16,131.0,4.0,3.0,98.0,64.0,52.0,18.0,16.0,3.0,5.0,19.0,3.0,90.0,55.0,43.0,15.0,15.0,3.0,7.0
73,4,Auckland,Heineken Open,2008-01-09,International,Outdoor,Hard,2nd Round,3,Llodra M.,Montanes A.,54.0,45.0,619.0,681.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,,,,,,,2008-301,Auckland,Hard,32,A,2008-01-09,21,103566,,,Llodra M.,L,190.0,FRA,27.6386036961,54.0,619.0,103656,8.0,,Montanes A.,R,175.0,ESP,27.112936345,45.0,681.0,6-3 6-4,3,R16,79.0,12.0,3.0,68.0,47.0,36.0,12.0,10.0,6.0,6.0,4.0,5.0,60.0,35.0,26.0,10.0,9.0,1.0,3.0
74,4,Auckland,Heineken Open,2008-01-09,International,Outdoor,Hard,2nd Round,3,Ferrer D.,Roitman S.,5.0,70.0,2750.0,537.0,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed,,,,,,,1.067,13.0,,,2008-301,Auckland,Hard,32,A,2008-01-09,17,103970,1.0,,Ferrer D.,R,175.0,ESP,25.7659137577,5.0,2750.0,103373,,,Roitman S.,R,185.0,ARG,28.6461327858,70.0,537.0,6-1 7-6(2),3,R16,89.0,2.0,2.0,60.0,41.0,32.0,12.0,10.0,2.0,3.0,4.0,1.0,80.0,49.0,31.0,12.0,9.0,9.0,12.0
75,4,Auckland,Heineken Open,2008-01-09,International,Outdoor,Hard,2nd Round,3,Massu N.,Malisse X.,80.0,165.0,514.0,255.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,,,3.77,1.326,,,2008-301,Auckland,Hard,32,A,2008-01-09,20,103454,,Q,Massu N.,R,183.0,CHI,28.2436687201,80.0,514.0,103598,,,Malisse X.,R,185.0,BEL,27.4688569473,165.0,255.0,6-4 6-4,3,R16,99.0,3.0,3.0,70.0,43.0,29.0,15.0,10.0,6.0,7.0,5.0,0.0,55.0,37.0,28.0,6.0,10.0,2.0,5.0
76,4,Auckland,Heineken Open,2008-01-09,International,Outdoor,Hard,2nd Round,3,Monaco J.,Rochus O.,23.0,55.0,1350.0,616.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.61,2.2,,,,,1.617,2.52,,,2008-301,Auckland,Hard,32,A,2008-01-09,22,104338,3.0,,Monaco J.,R,185.0,ARG,23.7754962355,23.0,1350.0,103694,,,Rochus O.,R,168.0,BEL,26.9678302533,55.0,616.0,6-3 6-3,3,R16,75.0,5.0,2.0,52.0,32.0,25.0,7.0,9.0,1.0,3.0,0.0,2.0,53.0,37.0,23.0,4.0,9.0,7.0,12.0
77,4,Auckland,Heineken Open,2008-01-09,International,Outdoor,Hard,Quarterfinals,3,Kohlschreiber P.,Mayer F.,31.0,56.0,940.0,611.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.6,2.3,1.571,2.25,1.578,2.63,1.54,2.4,2008-301,Auckland,Hard,32,A,2008-01-09,28,104259,7.0,,Kohlschreiber P.,R,178.0,GER,24.2272416153,31.0,940.0,104252,,,Mayer F.,R,190.0,GER,24.257357974,56.0,611.0,6-3 6-4,3,QF,72.0,2.0,0.0,54.0,36.0,26.0,11.0,10.0,3.0,5.0,2.0,1.0,61.0,39.0,24.0,8.0,9.0,6.0,10.0
