,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,SJW,SJL,UBW,UBL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
190,7,Johannesburg ,SA Tennis Open,2009-02-03,ATP250,Outdoor,Hard,1st Round,3,Chiudinelli M.,Cipolla F.,505,125.0,100,726.0,7.0,5.0,1.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.83,1.83,1.9,1.9,1.83,1.83,1.909,1.8,1.94,1.82,2009-5012,Johannesburg,Hard,32,A,2009-02-03,10,103843,,Q,Chiudinelli M.,R,185.0,SUI,27.3976728268,505.0,100.0,104262,,,Cipolla F.,R,173.0,ITA,25.2895277207,125.0,726.0,7-5 1-6 6-4,3,R32,148.0,5.0,3.0,103.0,52.0,34.0,25.0,15.0,7.0,12.0,4.0,9.0,85.0,55.0,38.0,13.0,14.0,5.0,9.0
191,7,Johannesburg ,SA Tennis Open,2009-02-03,ATP250,Outdoor,Hard,1st Round,3,Minar I.,Anderson K.,93,106.0,930,874.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.2,1.61,2.2,1.65,2.2,1.61,2.375,1.533,2.28,1.6,2009-5012,Johannesburg,Hard,32,A,2009-02-03,3,104371,,,Minar I.,R,183.0,CZE,24.7036276523,93.0,930.0,104731,,,Anderson K.,R,203.0,RSA,22.71321013,106.0,874.0,7-6(4) 6-4,3,R32,84.0,8.0,2.0,68.0,39.0,32.0,15.0,11.0,3.0,4.0,10.0,2.0,64.0,47.0,33.0,11.0,11.0,1.0,3.0
192,7,Johannesburg ,SA Tennis Open,2009-02-03,ATP250,Outdoor,Hard,1st Round,3,Ferrer D.,Sela D.,13,87.0,2980,953.0,6.0,2.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.45,2.7,1.44,2.62,1.444,2.625,1.45,2.68,2009-5012,Johannesburg,Hard,32,A,2009-02-03,16,103970,2.0,,Ferrer D.,R,175.0,ESP,26.8391512663,13.0,2980.0,104534,,,Sela D.,R,175.0,ISR,23.832991102,87.0,953.0,6-2 6-0,3,R32,58.0,2.0,2.0,38.0,22.0,16.0,10.0,7.0,3.0,4.0,1.0,3.0,45.0,20.0,9.0,7.0,7.0,4.0,10.0
193,7,Johannesburg ,SA Tennis Open,2009-02-03,ATP250,Outdoor,Hard,1st Round,3,Vliegen K.,Hutchins R.,122,,778,,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.1,6.5,1.1,6.75,1.1,6.5,1.1,6.0,1.1,6.75,2009-5012,Johannesburg,Hard,32,A,2009-02-03,4,104019,7.0,,Vliegen K.,R,193.0,BEL,26.6173853525,122.0,778.0,104504,,Q,Hutchins R.,R,190.0,GBR,23.9452429843,,,7-6(3) 6-4,3,R32,90.0,8.0,3.0,57.0,27.0,24.0,26.0,11.0,1.0,1.0,6.0,3.0,79.0,47.0,34.0,17.0,11.0,2.0,3.0
194,7,Johannesburg ,SA Tennis Open,2009-02-03,ATP250,Outdoor,Hard,1st Round,3,Chardy J.,Vanek J.,61,117.0,1208,796.0,6.0,0.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.22,4.0,1.17,4.9,1.25,3.75,1.143,5.0,1.16,5.0,2009-5012,Johannesburg,Hard,32,A,2009-02-03,9,104871,5.0,,Chardy J.,R,188.0,FRA,21.9739904175,61.0,1208.0,103181,,,Vanek J.,R,185.0,CZE,30.7789185489,117.0,796.0,6-0 6-4,3,R32,62.0,9.0,0.0,41.0,23.0,18.0,13.0,8.0,1.0,2.0,4.0,7.0,67.0,32.0,19.0,13.0,8.0,8.0,13.0
195,7,Johannesburg ,SA Tennis Open,2009-02-03,ATP250,Outdoor,Hard,1st Round,3,Istomin D.,Ventura S.,104,131.0,885,694.0,4.0,6.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,1.36,3.0,1.35,3.25,1.36,3.0,1.364,2.875,1.35,3.1,2009-5012,Johannesburg,Hard,32,A,2009-02-03,2,104797,,,Istomin D.,R,188.0,UZB,22.4065708419,104.0,885.0,103490,,,Ventura S.,R,183.0,ESP,29.0787132101,131.0,694.0,4-6 6-4 7-6(3),3,R32,129.0,8.0,10.0,95.0,57.0,43.0,19.0,16.0,3.0,6.0,2.0,6.0,89.0,36.0,27.0,31.0,16.0,2.0,5.0
196,7,Johannesburg ,SA Tennis Open,2009-02-04,ATP250,Outdoor,Hard,1st Round,3,De Chaunac S.,Granollers M.,225,47.0,338,1439.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,3.75,1.25,3.65,1.3,3.4,1.3,3.25,1.286,3.3,1.32,2009-5012,Johannesburg,Hard,32,A,2009-02-04,12,103063,,Q,De Chaunac S.,R,183.0,FRA,31.3237508556,225.0,338.0,104719,3.0,,Granollers M.,R,190.0,ESP,22.8117727584,47.0,1439.0,7-5 7-6(3),3,R32,118.0,3.0,6.0,80.0,35.0,28.0,26.0,12.0,5.0,6.0,8.0,3.0,85.0,49.0,38.0,17.0,12.0,8.0,10.0
197,7,Johannesburg ,SA Tennis Open,2009-02-04,ATP250,Outdoor,Hard,2nd Round,3,Baghdatis M.,Klaasen R.,85,350.0,980,190.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.02,12.0,1.05,9.5,1.04,9.0,1.05,8.0,1.05,9.0,2009-5012,Johannesburg,Hard,32,A,2009-02-04,23,104571,8.0,,Baghdatis M.,R,183.0,CYP,23.6303901437,85.0,980.0,104071,,WC,Klaasen R.,R,180.0,RSA,26.2997946612,350.0,190.0,6-3 7-5,3,R16,90.0,12.0,2.0,62.0,39.0,32.0,13.0,10.0,4.0,4.0,2.0,6.0,74.0,48.0,30.0,13.0,11.0,4.0,7.0
198,7,Johannesburg ,SA Tennis Open,2009-02-04,ATP250,Outdoor,Hard,2nd Round,3,Ferrer D.,Greul S.,13,118.0,2980,788.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.1,6.5,1.15,5.6,1.1,6.5,1.125,5.5,1.12,6.0,2009-5012,Johannesburg,Hard,32,A,2009-02-04,24,103970,2.0,,Ferrer D.,R,175.0,ESP,26.8391512663,13.0,2980.0,103752,,,Greul S.,R,185.0,GER,27.8083504449,118.0,788.0,6-3 6-4,3,R16,70.0,3.0,2.0,44.0,28.0,22.0,12.0,9.0,2.0,3.0,1.0,8.0,69.0,32.0,21.0,16.0,10.0,7.0,11.0
199,7,Johannesburg ,SA Tennis Open,2009-02-05,ATP250,Outdoor,Hard,2nd Round,3,Chardy J.,Chiudinelli M.,61,505.0,1208,100.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.28,3.5,1.35,3.3,1.333,3.25,1.286,3.25,1.33,3.25,2009-5012,Johannesburg,Hard,32,A,2009-02-05,21,104871,5.0,,Chardy J.,R,188.0,FRA,21.9739904175,61.0,1208.0,103843,,Q,Chiudinelli M.,R,185.0,SUI,27.3976728268,505.0,100.0,6-4 6-4,3,R16,74.0,6.0,2.0,59.0,34.0,27.0,14.0,10.0,2.0,3.0,3.0,1.0,56.0,31.0,23.0,13.0,10.0,6.0,9.0
200,7,Johannesburg ,SA Tennis Open,2009-02-05,ATP250,Outdoor,Hard,2nd Round,3,Gil F.,De Voest R.,99,162.0,908,502.0,4.0,6.0,7.0,5.0,6.0,4.0,,,,,2.0,1.0,Completed,2.37,1.53,2.25,1.68,2.2,1.615,2.25,1.571,2.28,1.6,2009-5012,Johannesburg,Hard,32,A,2009-02-05,20,104523,,,Gil F.,R,178.0,POR,23.8631074606,99.0,908.0,103573,,WC,De Voest R.,R,180.0,RSA,28.6625598905,162.0,502.0,4-6 7-5 6-4,3,R16,147.0,2.0,0.0,103.0,56.0,39.0,22.0,16.0,10.0,15.0,6.0,4.0,97.0,47.0,34.0,17.0,16.0,4.0,10.0
201,7,Johannesburg ,SA Tennis Open,2009-02-05,ATP250,Outdoor,Hard,2nd Round,3,Vliegen K.,Minar I.,122,93.0,778,930.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.2,1.61,2.1,1.75,1.8,1.909,2.0,1.727,2.1,1.7,2009-5012,Johannesburg,Hard,32,A,2009-02-05,18,104019,7.0,,Vliegen K.,R,193.0,BEL,26.6173853525,122.0,778.0,104371,,,Minar I.,R,183.0,CZE,24.7036276523,93.0,930.0,6-4 6-1,3,R16,60.0,7.0,1.0,42.0,27.0,25.0,7.0,8.0,0.0,0.0,8.0,2.0,55.0,31.0,20.0,8.0,9.0,4.0,8.0
202,8,Vina del Mar,Movistar Open,2009-02-02,ATP250,Outdoor,Clay,1st Round,3,Starace P.,Daniel M.,66,90.0,1138,942.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.4,3.0,1.444,2.625,1.444,2.625,1.39,2.9,2009-505,Viña del Mar,Clay,28,A,2009-02-02,2,103808,,,Starace P.,R,188.0,ITA,27.5564681725,66.0,1138.0,103228,,,Daniel M.,R,180.0,BRA,30.5845311431,90.0,942.0,6-4 6-4,3,R32,77.0,6.0,1.0,44.0,35.0,32.0,5.0,10.0,0.0,1.0,3.0,6.0,71.0,40.0,27.0,13.0,10.0,6.0,9.0
203,8,Vina del Mar,Movistar Open,2009-02-02,ATP250,Outdoor,Clay,1st Round,3,Monaco J.,Devilder N.,69,64.0,1130,1144.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.25,3.75,1.27,3.79,1.25,3.75,1.25,3.5,1.3,3.4,2009-505,Viña del Mar,Clay,28,A,2009-02-02,3,104338,5.0,,Monaco J.,R,185.0,ARG,24.848733744,69.0,1130.0,103534,,,Devilder N.,L,173.0,FRA,28.8596851472,64.0,1144.0,6-2 6-4,3,R32,83.0,1.0,3.0,57.0,36.0,26.0,13.0,9.0,3.0,3.0,2.0,2.0,64.0,36.0,21.0,13.0,9.0,5.0,8.0
204,8,Vina del Mar,Movistar Open,2009-02-03,ATP250,Outdoor,Clay,1st Round,3,Capdeville P.,Schwank E.,102,52.0,896,1342.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.75,1.4,2.7,1.45,2.625,1.444,2.75,1.4,2.65,1.45,2009-505,Viña del Mar,Clay,28,A,2009-02-03,6,104154,,WC,Capdeville P.,R,190.0,CHI,25.839835729,102.0,896.0,104724,6.0,,Schwank E.,R,183.0,ARG,22.7816563997,52.0,1342.0,6-3 6-4,3,R32,96.0,2.0,2.0,48.0,34.0,30.0,7.0,10.0,0.0,1.0,3.0,1.0,83.0,49.0,33.0,13.0,9.0,8.0,11.0
205,8,Vina del Mar,Movistar Open,2009-02-03,ATP250,Outdoor,Clay,1st Round,3,Gonzalez M.,Pashanski B.,113,166.0,809,496.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.6,2.4,1.533,2.375,1.533,2.375,1.54,2.42,2009-505,Viña del Mar,Clay,28,A,2009-02-03,1,104216,,Q,Gonzalez M.,R,175.0,ARG,25.5414099932,113.0,809.0,104081,,Q,Pashanski B.,R,180.0,SRB,26.250513347,166.0,496.0,6-3 6-2,3,R32,71.0,3.0,2.0,46.0,28.0,25.0,8.0,9.0,0.0,1.0,1.0,7.0,56.0,30.0,16.0,9.0,8.0,4.0,8.0
206,8,Vina del Mar,Movistar Open,2009-02-03,ATP250,Outdoor,Clay,1st Round,3,Dabul B.,Junqueira D.,86,76.0,969,1086.0,6.0,2.0,6.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,2.2,1.61,2.12,1.73,2.2,1.615,2.2,1.62,2.2,1.64,2009-505,Viña del Mar,Clay,28,A,2009-02-03,12,104314,,,Dabul B.,L,170.0,ARG,24.9418206708,86.0,969.0,103675,,,Junqueira D.,L,178.0,ARG,28.0985626283,76.0,1086.0,6-2 6-7(2) 6-1,3,R32,137.0,2.0,2.0,102.0,69.0,49.0,16.0,14.0,5.0,6.0,0.0,3.0,83.0,59.0,35.0,11.0,13.0,2.0,7.0
207,8,Vina del Mar,Movistar Open,2009-02-03,ATP250,Outdoor,Clay,1st Round,3,Cuevas P.,Lapentti N.,171,83.0,475,988.0,6.0,3.0,3.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,2.0,1.72,2.0,1.82,1.909,1.8,2.0,1.727,1.97,1.8,2009-505,Viña del Mar,Clay,28,A,2009-02-03,4,104655,,Q,Cuevas P.,R,180.0,URU,23.0882956879,171.0,475.0,102839,,,Lapentti N.,R,188.0,ECU,32.4736481862,83.0,988.0,6-3 3-6 7-5,3,R32,134.0,11.0,4.0,93.0,57.0,42.0,19.0,15.0,3.0,5.0,6.0,1.0,79.0,46.0,37.0,16.0,15.0,3.0,6.0
208,8,Vina del Mar,Movistar Open,2009-02-03,ATP250,Outdoor,Clay,1st Round,3,Decoud S.,Fognini F.,173,91.0,472,941.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,3.25,1.33,2.9,1.4,2.75,1.4,2.875,1.364,2.85,1.4,2009-505,Viña del Mar,Clay,28,A,2009-02-03,8,103850,,LL,Decoud S.,L,178.0,ARG,27.3757700205,173.0,472.0,104926,,,Fognini F.,R,178.0,ITA,21.697467488,91.0,941.0,6-3 7-5,3,R32,96.0,2.0,1.0,67.0,42.0,30.0,15.0,11.0,3.0,5.0,6.0,2.0,61.0,33.0,25.0,9.0,10.0,2.0,6.0
209,8,Vina del Mar,Movistar Open,2009-02-04,ATP250,Outdoor,Clay,1st Round,3,Calleri A.,Massu N.,71,81.0,1110,1010.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.1,1.66,2.2,1.65,2.1,1.667,2.0,1.727,2.1,1.7,2009-505,Viña del Mar,Clay,28,A,2009-02-04,7,102860,7.0,,Calleri A.,R,183.0,ARG,32.386036961,71.0,1110.0,103454,,,Massu N.,R,183.0,CHI,29.3169062286,81.0,1010.0,7-6(4) 6-1,3,R32,100.0,3.0,0.0,65.0,44.0,34.0,7.0,10.0,1.0,3.0,1.0,2.0,63.0,39.0,21.0,12.0,9.0,3.0,7.0
210,8,Vina del Mar,Movistar Open,2009-02-04,ATP250,Outdoor,Clay,2nd Round,3,Cuevas P.,Montanes A.,171,40.0,475,1574.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.5,1.5,2.45,1.55,2.5,1.5,2.5,1.5,2.52,1.5,2009-505,Viña del Mar,Clay,28,A,2009-02-04,15,104655,,Q,Cuevas P.,R,180.0,URU,23.0882956879,171.0,475.0,103656,3.0,,Montanes A.,R,175.0,ESP,28.1861738535,40.0,1574.0,7-6(2) 6-4,3,R16,98.0,5.0,1.0,74.0,50.0,37.0,15.0,11.0,2.0,3.0,1.0,3.0,71.0,48.0,30.0,12.0,11.0,2.0,4.0
211,8,Vina del Mar,Movistar Open,2009-02-04,ATP250,Outdoor,Clay,2nd Round,3,Monaco J.,Starace P.,69,66.0,1130,1138.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.45,2.7,1.444,2.625,1.444,2.625,1.42,2.75,2009-505,Viña del Mar,Clay,28,A,2009-02-04,14,104338,5.0,,Monaco J.,R,185.0,ARG,24.848733744,69.0,1130.0,103808,,,Starace P.,R,188.0,ITA,27.5564681725,66.0,1138.0,6-3 6-3,3,R16,74.0,2.0,2.0,48.0,31.0,23.0,10.0,9.0,0.0,1.0,2.0,1.0,52.0,41.0,22.0,7.0,9.0,5.0,9.0
212,8,Vina del Mar,Movistar Open,2009-02-05,ATP250,Outdoor,Clay,2nd Round,3,Gonzalez F.,Gonzalez M.,18,113.0,2600,809.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.06,8.0,1.1,6.75,1.1,6.5,1.071,7.0,1.08,7.5,2009-505,Viña del Mar,Clay,28,A,2009-02-05,13,103602,1.0,,Gonzalez F.,R,183.0,CHI,28.514715948,18.0,2600.0,104216,,Q,Gonzalez M.,R,175.0,ARG,25.5414099932,113.0,809.0,7-5 7-6(7),3,R16,127.0,8.0,2.0,78.0,58.0,46.0,7.0,12.0,6.0,8.0,2.0,4.0,112.0,80.0,46.0,18.0,12.0,13.0,16.0
213,8,Vina del Mar,Movistar Open,2009-02-05,ATP250,Outdoor,Clay,2nd Round,3,Decoud S.,Calleri A.,173,71.0,472,1110.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,3.75,1.25,3.3,1.35,3.5,1.286,3.25,1.286,3.25,1.33,2009-505,Viña del Mar,Clay,28,A,2009-02-05,17,103850,,LL,Decoud S.,L,178.0,ARG,27.3757700205,173.0,472.0,102860,7.0,,Calleri A.,R,183.0,ARG,32.386036961,71.0,1110.0,7-6(3) 7-5,3,R16,102.0,2.0,4.0,76.0,56.0,42.0,9.0,12.0,3.0,5.0,6.0,2.0,78.0,45.0,30.0,16.0,12.0,3.0,6.0
214,8,Vina del Mar,Movistar Open,2009-02-05,ATP250,Outdoor,Clay,2nd Round,3,Robredo T.,Dabul B.,19,86.0,2500,969.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.14,5.0,1.15,5.6,1.143,5.0,1.125,5.5,1.14,5.5,2009-505,Viña del Mar,Clay,28,A,2009-02-05,20,103990,2.0,,Robredo T.,R,180.0,ESP,26.7597535934,19.0,2500.0,104314,,,Dabul B.,L,170.0,ARG,24.9418206708,86.0,969.0,6-3 7-6(5),3,R16,106.0,4.0,3.0,75.0,46.0,33.0,15.0,11.0,4.0,6.0,2.0,3.0,65.0,44.0,29.0,7.0,10.0,1.0,4.0
215,9,Zagreb,PBZ Zagreb Indoors,2009-02-02,ATP250,Indoor,Carpet,1st Round,3,Veic A.,Canas G.,255,68.0,282,1131.0,4.0,6.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,5.5,1.12,5.29,1.16,5.5,1.125,5.0,1.143,5.0,1.16,2009-2276,Zagreb,Hard,32,A,2009-02-02,14,105099,,WC,Veic A.,R,180.0,CRO,20.9582477755,255.0,282.0,103084,,,Canas G.,R,185.0,ARG,31.189596167,68.0,1131.0,4-6 6-4 6-2,3,R32,121.0,12.0,2.0,81.0,48.0,34.0,19.0,14.0,5.0,8.0,4.0,8.0,107.0,56.0,37.0,22.0,14.0,7.0,12.0
216,9,Zagreb,PBZ Zagreb Indoors,2009-02-02,ATP250,Indoor,Carpet,1st Round,3,Cilic M.,Clement A.,22,80.0,2330,1033.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.11,6.0,1.16,5.29,1.167,4.5,1.143,5.0,1.13,5.6,2009-2276,Zagreb,Hard,32,A,2009-02-02,16,105227,2.0,,Cilic M.,R,198.0,CRO,20.34770705,22.0,2330.0,103096,,,Clement A.,R,173.0,FRA,31.1293634497,80.0,1033.0,6-4 6-3,3,R32,87.0,12.0,2.0,53.0,28.0,25.0,14.0,9.0,3.0,3.0,2.0,2.0,67.0,38.0,26.0,12.0,10.0,3.0,6.0
217,9,Zagreb,PBZ Zagreb Indoors,2009-02-02,ATP250,Indoor,Carpet,1st Round,3,Gabashvili T.,Youzhny M.,59,62.0,1216,1180.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.37,1.53,2.2,1.65,2.2,1.615,2.25,1.571,2.4,1.55,2009-2276,Zagreb,Hard,32,A,2009-02-02,3,104559,,,Gabashvili T.,R,188.0,RUS,23.6988364134,59.0,1216.0,104022,,,Youzhny M.,R,183.0,RUS,26.6091718001,62.0,1180.0,6-3 6-4,3,R32,92.0,4.0,2.0,68.0,35.0,28.0,18.0,10.0,7.0,7.0,3.0,1.0,54.0,38.0,26.0,7.0,9.0,2.0,4.0
218,9,Zagreb,PBZ Zagreb Indoors,2009-02-02,ATP250,Indoor,Carpet,1st Round,3,Ljubicic I.,Rochus C.,48,75.0,1411,1096.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.08,7.0,1.12,5.81,1.125,5.5,1.143,5.0,1.13,5.7,2009-2276,Zagreb,Hard,32,A,2009-02-02,10,103344,,,Ljubicic I.,R,193.0,CRO,29.87816564,48.0,1411.0,103294,,,Rochus C.,R,170.0,BEL,30.135523614,75.0,1096.0,6-4 6-1,3,R32,58.0,18.0,4.0,50.0,25.0,23.0,13.0,9.0,2.0,3.0,1.0,5.0,65.0,39.0,21.0,11.0,8.0,5.0,9.0
219,9,Zagreb,PBZ Zagreb Indoors,2009-02-02,ATP250,Indoor,Carpet,1st Round,3,Serra F.,Gicquel M.,57,54.0,1279,1308.0,6.0,2.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,3.0,1.36,3.0,1.4,2.625,1.444,2.75,1.4,2.7,1.45,2009-2276,Zagreb,Hard,32,A,2009-02-02,15,103722,,,Serra F.,R,180.0,FRA,27.9288158795,57.0,1279.0,102967,,,Gicquel M.,R,188.0,FRA,31.8466803559,54.0,1308.0,6-2 4-6 7-6(2),3,R32,114.0,5.0,4.0,95.0,68.0,53.0,16.0,15.0,5.0,6.0,10.0,9.0,94.0,57.0,47.0,15.0,15.0,2.0,4.0
220,9,Zagreb,PBZ Zagreb Indoors,2009-02-03,ATP250,Indoor,Carpet,1st Round,3,Stakhovsky S.,Hrbaty D.,82,209.0,991,372.0,6.0,2.0,4.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.8,1.9,1.85,2.0,1.8,1.909,,,1.77,2.0,2009-2276,Zagreb,Hard,32,A,2009-02-03,11,104660,,,Stakhovsky S.,R,193.0,UKR,23.0746064339,82.0,991.0,103103,,Q,Hrbaty D.,R,183.0,SVK,31.0800821355,209.0,372.0,6-2 4-6 6-1,3,R32,109.0,9.0,3.0,85.0,61.0,49.0,9.0,13.0,5.0,6.0,1.0,2.0,85.0,45.0,26.0,21.0,12.0,7.0,11.0
221,9,Zagreb,PBZ Zagreb Indoors,2009-02-03,ATP250,Indoor,Carpet,1st Round,3,Troicki V.,Bolelli S.,49,37.0,1400,1611.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.1,1.66,2.5,1.55,2.0,1.72,2.1,1.667,2.0,1.78,2009-2276,Zagreb,Hard,32,A,2009-02-03,9,104678,,,Troicki V.,R,193.0,SRB,22.9787816564,49.0,1400.0,104620,8.0,,Bolelli S.,R,183.0,ITA,23.3210130048,37.0,1611.0,6-3 6-4,3,R32,84.0,4.0,2.0,53.0,31.0,27.0,9.0,10.0,0.0,2.0,1.0,2.0,66.0,37.0,21.0,13.0,9.0,8.0,12.0
222,9,Zagreb,PBZ Zagreb Indoors,2009-02-03,ATP250,Indoor,Carpet,1st Round,3,Dodig I.,Andreev I.,425,21.0,144,2430.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,7.5,1.07,6.75,1.1,7.0,1.083,6.0,1.1,7.6,1.08,2009-2276,Zagreb,Hard,32,A,2009-02-03,1,104471,,Q,Dodig I.,R,183.0,CRO,24.0848733744,425.0,144.0,104214,1.0,,Andreev I.,R,185.0,RUS,25.5578370979,21.0,2430.0,6-1 6-4,3,R32,75.0,5.0,5.0,52.0,25.0,22.0,17.0,9.0,0.0,0.0,2.0,3.0,56.0,32.0,20.0,11.0,8.0,1.0,4.0
223,9,Zagreb,PBZ Zagreb Indoors,2009-02-03,ATP250,Indoor,Carpet,1st Round,3,Hernych J.,Mektic N.,78,556.0,1060,88.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.14,5.0,1.19,4.76,1.143,5.0,1.143,5.0,1.14,5.4,2009-2276,Zagreb,Hard,32,A,2009-02-03,6,103401,,,Hernych J.,R,190.0,CZE,29.5770020534,78.0,1060.0,105254,,WC,Mektic N.,U,,CRO,20.1095140315,556.0,88.0,6-3 7-5,3,R32,81.0,2.0,1.0,68.0,47.0,34.0,12.0,11.0,6.0,7.0,4.0,2.0,66.0,39.0,25.0,12.0,10.0,3.0,6.0
224,9,Zagreb,PBZ Zagreb Indoors,2009-02-03,ATP250,Indoor,Carpet,1st Round,3,Korolev E.,Melzer J.,115,32.0,808,1772.0,6.0,4.0,6.0,0.0,,,,,,,2.0,0.0,Completed,2.5,1.5,2.5,1.55,2.5,1.5,2.5,1.5,2.52,1.5,2009-2276,Zagreb,Hard,32,A,2009-02-03,13,105095,,,Korolev E.,R,185.0,KAZ,20.9691991786,115.0,808.0,103781,5.0,,Melzer J.,L,183.0,AUT,27.7015742642,32.0,1772.0,6-4 6-0,3,R32,56.0,2.0,2.0,46.0,31.0,25.0,6.0,8.0,1.0,2.0,4.0,4.0,47.0,25.0,15.0,5.0,8.0,2.0,7.0
225,9,Zagreb,PBZ Zagreb Indoors,2009-02-03,ATP250,Indoor,Carpet,1st Round,3,Ancic M.,Lacko L.,29,352.0,1895,190.0,6.0,4.0,6.0,7.0,7.0,5.0,,,,,2.0,1.0,Completed,1.05,9.0,1.1,6.75,1.083,7.0,1.071,7.0,1.06,9.0,2009-2276,Zagreb,Hard,32,A,2009-02-03,4,104339,7.0,,Ancic M.,R,196.0,CRO,24.8459958932,29.0,1895.0,105041,,Q,Lacko L.,R,185.0,SVK,21.2511978097,352.0,190.0,6-4 6-7(6) 7-5,3,R32,142.0,20.0,2.0,93.0,64.0,53.0,21.0,17.0,4.0,5.0,7.0,1.0,117.0,76.0,51.0,24.0,17.0,6.0,9.0
226,9,Zagreb,PBZ Zagreb Indoors,2009-02-03,ATP250,Indoor,Carpet,1st Round,3,Gulbis E.,Tursunov D.,45,30.0,1473,1892.0,4.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,1.61,2.2,1.7,2.15,1.615,2.2,1.667,2.1,1.7,2.1,2009-2276,Zagreb,Hard,32,A,2009-02-03,2,105208,,,Gulbis E.,R,190.0,LAT,20.4271047228,45.0,1473.0,104098,,Q,Tursunov D.,R,185.0,RUS,26.1437371663,30.0,1892.0,4-6 6-4 6-4,3,R32,116.0,8.0,3.0,88.0,55.0,49.0,13.0,15.0,2.0,3.0,14.0,5.0,101.0,61.0,44.0,21.0,15.0,7.0,9.0
227,9,Zagreb,PBZ Zagreb Indoors,2009-02-03,ATP250,Indoor,Carpet,1st Round,3,Karlovic I.,Petzschner P.,25,67.0,2190,1138.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.3,3.4,1.38,3.0,1.3,3.4,1.286,3.25,1.37,3.0,2009-2276,Zagreb,Hard,32,A,2009-02-03,12,103333,3.0,,Karlovic I.,R,208.0,CRO,29.9301848049,25.0,2190.0,104332,,,Petzschner P.,R,185.0,GER,24.8624229979,67.0,1138.0,6-3 6-4,3,R32,62.0,15.0,2.0,49.0,33.0,29.0,11.0,10.0,0.0,0.0,2.0,3.0,56.0,31.0,24.0,10.0,9.0,1.0,3.0
